Parti, Kandidat, Spørgsmål, Svar
M, Lars Barfoed, 17, 4
M, Lars Barfoed, 18, 4
M, Lars Barfoed, 19, 4
M, Lars Barfoed, 20, 3
M, Lars Barfoed, 21, 4
M, Lars Barfoed, 22, 1
M, Lars Barfoed, 23, 2
M, Lars Barfoed, 24, 2
M, Lars Barfoed, 25, 3
O, Anders Vistisen, 1, 2
O, Anders Vistisen, 2, 4
O, Anders Vistisen, 3, 3
O, Anders Vistisen, 4, 2
O, Anders Vistisen, 5, 2
O, Anders Vistisen, 6, 3
O, Anders Vistisen, 7, 3
O, Anders Vistisen, 8, 2
O, Anders Vistisen, 9, 3
O, Anders Vistisen, 10, 4
O, Anders Vistisen, 11, 2
O, Anders Vistisen, 12, 3
O, Anders Vistisen, 13, 4
O, Anders Vistisen, 14, 3
O, Anders Vistisen, 15, 4
O, Anders Vistisen, 16, 2
O, Anders Vistisen, 17, 2
O, Anders Vistisen, 18, 3
O, Anders Vistisen, 19, 4
O, Anders Vistisen, 20, 1
O, Anders Vistisen, 21, 3
O, Anders Vistisen, 22, 2
O, Anders Vistisen, 23, 1
O, Anders Vistisen, 24, 3
O, Anders Vistisen, 25, 1
O, Majbritt Birkholm, 1, 2
O, Majbritt Birkholm, 2, 4
O, Majbritt Birkholm, 3, 2
O, Majbritt Birkholm, 4, 2
O, Majbritt Birkholm, 5, 2
O, Majbritt Birkholm, 6, 3
O, Majbritt Birkholm, 7, 4
O, Majbritt Birkholm, 8, 2
O, Majbritt Birkholm, 9, 3
O, Majbritt Birkholm, 10, 4
O, Majbritt Birkholm, 11, 1
O, Majbritt Birkholm, 12, 2
O, Majbritt Birkholm, 13, 4
O, Majbritt Birkholm, 14, 3
O, Majbritt Birkholm, 15, 4
O, Majbritt Birkholm, 16, 2
O, Majbritt Birkholm, 17, 3
O, Majbritt Birkholm, 18, 3
O, Majbritt Birkholm, 19, 3
O, Majbritt Birkholm, 20, 1
O, Majbritt Birkholm, 21, 3
O, Majbritt Birkholm, 22, 1
O, Majbritt Birkholm, 23, 1
O, Majbritt Birkholm, 24, 3
O, Majbritt Birkholm, 25, 1
O, Tobias Weische, 1, 2
O, Tobias Weische, 2, 4
O, Tobias Weische, 3, 2
O, Tobias Weische, 4, 2
O, Tobias Weische, 5, 2
O, Tobias Weische, 6, 3
O, Tobias Weische, 7, 4
O, Tobias Weische, 8, 3
O, Tobias Weische, 9, 3
O, Tobias Weische, 10, 4
O, Tobias Weische, 11, 1
O, Tobias Weische, 12, 3
O, Tobias Weische, 13, 4
O, Tobias Weische, 14, 4
O, Tobias Weische, 15, 4
O, Tobias Weische, 16, 2
O, Tobias Weische, 17, 2
O, Tobias Weische, 18, 3
O, Tobias Weische, 19, 2
O, Tobias Weische, 20, 1
O, Tobias Weische, 21, 3
O, Tobias Weische, 22, 2
O, Tobias Weische, 23, 1
O, Tobias Weische, 24, 3
O, Tobias Weische, 25, 1
O, Hans Blaaberg, 1, 1
O, Hans Blaaberg, 2, 4
O, Hans Blaaberg, 3, 1
O, Hans Blaaberg, 4, 1
O, Hans Blaaberg, 5, 1
O, Hans Blaaberg, 6, 2
O, Hans Blaaberg, 7, 3
O, Hans Blaaberg, 8, 3
O, Hans Blaaberg, 9, 3
O, Hans Blaaberg, 10, 4
O, Hans Blaaberg, 11, 1
O, Hans Blaaberg, 12, 3
O, Hans Blaaberg, 13, 4
O, Hans Blaaberg, 14, 4
O, Hans Blaaberg, 15, 4
O, Hans Blaaberg, 16, 2
O, Hans Blaaberg, 17, 2
O, Hans Blaaberg, 18, 3
O, Hans Blaaberg, 19, 4
O, Hans Blaaberg, 20, 1
O, Hans Blaaberg, 21, 4
O, Hans Blaaberg, 22, 1
O, Hans Blaaberg, 23, 1
O, Hans Blaaberg, 24, 4
O, Hans Blaaberg, 25, 1
O, Finn Rudaizky, 1, 2
O, Finn Rudaizky, 2, 4
O, Finn Rudaizky, 3, 2
O, Finn Rudaizky, 4, 2
O, Finn Rudaizky, 5, 1
O, Finn Rudaizky, 6, 3
O, Finn Rudaizky, 7, 4
O, Finn Rudaizky, 8, 3
O, Finn Rudaizky, 9, 2
O, Finn Rudaizky, 10, 4
O, Finn Rudaizky, 11, 2
O, Finn Rudaizky, 12, 3
O, Finn Rudaizky, 13, 3
O, Finn Rudaizky, 14, 4
O, Finn Rudaizky, 15, 4
O, Finn Rudaizky, 16, 2
O, Finn Rudaizky, 17, 2
O, Finn Rudaizky, 18, 3
O, Finn Rudaizky, 19, 3
O, Finn Rudaizky, 20, 1
O, Finn Rudaizky, 21, 3
O, Finn Rudaizky, 22, 2
O, Finn Rudaizky, 23, 1
O, Finn Rudaizky, 24, 3
O, Finn Rudaizky, 25, 1
O, Sune Nørgaard, 1, 1
O, Sune Nørgaard, 2, 4
O, Sune Nørgaard, 3, 2
O, Sune Nørgaard, 4, 1
O, Sune Nørgaard, 5, 1
O, Sune Nørgaard, 6, 3
O, Sune Nørgaard, 7, 3
O, Sune Nørgaard, 8, 3
O, Sune Nørgaard, 9, 3
O, Sune Nørgaard, 10, 4
O, Sune Nørgaard, 11, 1
O, Sune Nørgaard, 12, 3
O, Sune Nørgaard, 13, 4
O, Sune Nørgaard, 14, 4
O, Sune Nørgaard, 15, 4
O, Sune Nørgaard, 16, 2
O, Sune Nørgaard, 17, 1
O, Sune Nørgaard, 18, 4
O, Sune Nørgaard, 19, 4
O, Sune Nørgaard, 20, 1
O, Sune Nørgaard, 21, 4
O, Sune Nørgaard, 22, 1
O, Sune Nørgaard, 23, 1
O, Sune Nørgaard, 24, 4
O, Sune Nørgaard, 25, 1
O, Carsten Sørensen, 1, 1
O, Carsten Sørensen, 2, 4
O, Carsten Sørensen, 3, 4
O, Carsten Sørensen, 4, 2
O, Carsten Sørensen, 5, 2
O, Carsten Sørensen, 6, 2
O, Carsten Sørensen, 7, 3
O, Carsten Sørensen, 8, 2
O, Carsten Sørensen, 9, 3
O, Carsten Sørensen, 10, 4
O, Carsten Sørensen, 11, 1
O, Carsten Sørensen, 12, 3
O, Carsten Sørensen, 13, 4
O, Carsten Sørensen, 14, 3
O, Carsten Sørensen, 15, 4
O, Carsten Sørensen, 16, 1
O, Carsten Sørensen, 17, 2
O, Carsten Sørensen, 18, 3
O, Carsten Sørensen, 19, 3
O, Carsten Sørensen, 20, 1
O, Carsten Sørensen, 21, 2
O, Carsten Sørensen, 22, 1
O, Carsten Sørensen, 23, 1
O, Carsten Sørensen, 24, 3
O, Carsten Sørensen, 25, 1
O, Michael Nedersøe, 1, 2
O, Michael Nedersøe, 2, 3
O, Michael Nedersøe, 3, 3
O, Michael Nedersøe, 4, 2
O, Michael Nedersøe, 5, 2
O, Michael Nedersøe, 6, 3
O, Michael Nedersøe, 7, 3
O, Michael Nedersøe, 8, 2
O, Michael Nedersøe, 9, 3
O, Michael Nedersøe, 10, 4
O, Michael Nedersøe, 11, 2
O, Michael Nedersøe, 12, 3
O, Michael Nedersøe, 13, 4
O, Michael Nedersøe, 14, 4
O, Michael Nedersøe, 15, 4
O, Michael Nedersøe, 16, 2
O, Michael Nedersøe, 17, 2
O, Michael Nedersøe, 18, 3
O, Michael Nedersøe, 19, 4
O, Michael Nedersøe, 20, 2
O, Michael Nedersøe, 21, 2
O, Michael Nedersøe, 22, 2
O, Michael Nedersøe, 23, 2
O, Michael Nedersøe, 24, 2
O, Michael Nedersøe, 25, 1
O, Rune Bønnelykke, 1, 1
O, Rune Bønnelykke, 2, 4
O, Rune Bønnelykke, 3, 1
O, Rune Bønnelykke, 4, 1
O, Rune Bønnelykke, 5, 1
O, Rune Bønnelykke, 6, 4
O, Rune Bønnelykke, 7, 4
O, Rune Bønnelykke, 8, 1
O, Rune Bønnelykke, 9, 4
O, Rune Bønnelykke, 10, 4
O, Rune Bønnelykke, 11, 1
O, Rune Bønnelykke, 12, 4
O, Rune Bønnelykke, 13, 4
O, Rune Bønnelykke, 14, 4
O, Rune Bønnelykke, 15, 4
O, Rune Bønnelykke, 16, 1
O, Rune Bønnelykke, 17, 1
O, Rune Bønnelykke, 18, 4
O, Rune Bønnelykke, 19, 1
O, Rune Bønnelykke, 20, 1
O, Rune Bønnelykke, 21, 2
O, Rune Bønnelykke, 22, 1
O, Rune Bønnelykke, 23, 1
O, Rune Bønnelykke, 24, 4
O, Rune Bønnelykke, 25, 1
O, Julie Jacobsen, 1, 1
O, Julie Jacobsen, 2, 4
O, Julie Jacobsen, 3, 2
O, Julie Jacobsen, 4, 3
O, Julie Jacobsen, 5, 3
O, Julie Jacobsen, 6, 2
O, Julie Jacobsen, 7, 3
O, Julie Jacobsen, 8, 3
O, Julie Jacobsen, 9, 3
O, Julie Jacobsen, 10, 4
O, Julie Jacobsen, 11, 1
O, Julie Jacobsen, 12, 3
O, Julie Jacobsen, 13, 4
O, Julie Jacobsen, 14, 3
O, Julie Jacobsen, 15, 4
O, Julie Jacobsen, 16, 3
O, Julie Jacobsen, 17, 2
O, Julie Jacobsen, 18, 4
O, Julie Jacobsen, 19, 4
O, Julie Jacobsen, 20, 1
O, Julie Jacobsen, 21, 3
O, Julie Jacobsen, 22, 2
O, Julie Jacobsen, 23, 1
O, Julie Jacobsen, 24, 3
O, Julie Jacobsen, 25, 1
O, Søren Hansen, 1, 2
O, Søren Hansen, 2, 4
O, Søren Hansen, 3, 2
O, Søren Hansen, 4, 3
O, Søren Hansen, 5, 2
O, Søren Hansen, 6, 3
O, Søren Hansen, 7, 4
O, Søren Hansen, 8, 2
O, Søren Hansen, 9, 3
O, Søren Hansen, 10, 4
O, Søren Hansen, 11, 1
O, Søren Hansen, 12, 3
O, Søren Hansen, 13, 4
O, Søren Hansen, 14, 3
O, Søren Hansen, 15, 4
O, Søren Hansen, 16, 2
O, Søren Hansen, 17, 2
O, Søren Hansen, 18, 2
O, Søren Hansen, 19, 2
O, Søren Hansen, 20, 1
O, Søren Hansen, 21, 3
O, Søren Hansen, 22, 1
O, Søren Hansen, 23, 1
O, Søren Hansen, 24, 3
O, Søren Hansen, 25, 1
O, Inger-Marie Tryde, 1, 1
O, Inger-Marie Tryde, 2, 4
O, Inger-Marie Tryde, 3, 3
O, Inger-Marie Tryde, 4, 3
O, Inger-Marie Tryde, 5, 1
O, Inger-Marie Tryde, 6, 3
O, Inger-Marie Tryde, 7, 4
O, Inger-Marie Tryde, 8, 2
O, Inger-Marie Tryde, 9, 3
O, Inger-Marie Tryde, 10, 3
O, Inger-Marie Tryde, 11, 1
O, Inger-Marie Tryde, 12, 2
O, Inger-Marie Tryde, 13, 4
O, Inger-Marie Tryde, 14, 3
O, Inger-Marie Tryde, 15, 4
O, Inger-Marie Tryde, 16, 1
O, Inger-Marie Tryde, 17, 2
O, Inger-Marie Tryde, 18, 3
O, Inger-Marie Tryde, 19, 3
O, Inger-Marie Tryde, 20, 1
O, Inger-Marie Tryde, 21, 2
O, Inger-Marie Tryde, 22, 1
O, Inger-Marie Tryde, 23, 1
O, Inger-Marie Tryde, 24, 2
O, Inger-Marie Tryde, 25, 1
O, Mette Sode Hansen, 1, 2
O, Mette Sode Hansen, 2, 4
O, Mette Sode Hansen, 3, 2
O, Mette Sode Hansen, 4, 1
O, Mette Sode Hansen, 5, 1
O, Mette Sode Hansen, 6, 2
O, Mette Sode Hansen, 7, 4
O, Mette Sode Hansen, 8, 1
O, Mette Sode Hansen, 9, 3
O, Mette Sode Hansen, 10, 3
O, Mette Sode Hansen, 11, 1
O, Mette Sode Hansen, 12, 2
O, Mette Sode Hansen, 13, 4
O, Mette Sode Hansen, 14, 4
O, Mette Sode Hansen, 15, 4
O, Mette Sode Hansen, 16, 2
O, Mette Sode Hansen, 17, 1
O, Mette Sode Hansen, 18, 3
O, Mette Sode Hansen, 19, 4
O, Mette Sode Hansen, 20, 1
O, Mette Sode Hansen, 21, 1
O, Mette Sode Hansen, 22, 1
O, Mette Sode Hansen, 23, 1
O, Mette Sode Hansen, 24, 1
O, Mette Sode Hansen, 25, 1
O, Birgitte Milling, 1, 1
O, Birgitte Milling, 2, 4
O, Birgitte Milling, 3, 2
O, Birgitte Milling, 4, 1
O, Birgitte Milling, 5, 1
O, Birgitte Milling, 6, 1
O, Birgitte Milling, 7, 4
O, Birgitte Milling, 8, 3
O, Birgitte Milling, 9, 3
O, Birgitte Milling, 10, 4
O, Birgitte Milling, 11, 1
O, Birgitte Milling, 12, 2
O, Birgitte Milling, 13, 4
O, Birgitte Milling, 14, 4
O, Birgitte Milling, 15, 4
O, Birgitte Milling, 16, 2
O, Birgitte Milling, 17, 2
O, Birgitte Milling, 18, 3
O, Birgitte Milling, 19, 4
O, Birgitte Milling, 20, 2
O, Birgitte Milling, 21, 1
O, Birgitte Milling, 22, 1
O, Birgitte Milling, 23, 1
O, Birgitte Milling, 24, 2
O, Birgitte Milling, 25, 2
O, Søren Lund Hansen, 1, 2
O, Søren Lund Hansen, 2, 4
O, Søren Lund Hansen, 3, 3
O, Søren Lund Hansen, 4, 1
O, Søren Lund Hansen, 5, 3
O, Søren Lund Hansen, 6, 2
O, Søren Lund Hansen, 7, 3
O, Søren Lund Hansen, 8, 3
O, Søren Lund Hansen, 9, 3
O, Søren Lund Hansen, 10, 4
O, Søren Lund Hansen, 11, 1
O, Søren Lund Hansen, 12, 3
O, Søren Lund Hansen, 13, 4
O, Søren Lund Hansen, 14, 2
O, Søren Lund Hansen, 15, 4
O, Søren Lund Hansen, 16, 2
O, Søren Lund Hansen, 17, 2
O, Søren Lund Hansen, 18, 3
O, Søren Lund Hansen, 19, 4
O, Søren Lund Hansen, 20, 1
O, Søren Lund Hansen, 21, 1
O, Søren Lund Hansen, 22, 2
O, Søren Lund Hansen, 23, 1
O, Søren Lund Hansen, 24, 1
O, Søren Lund Hansen, 25, 1
O, Bonett Trusell, 1, 1
O, Bonett Trusell, 2, 4
O, Bonett Trusell, 3, 2
O, Bonett Trusell, 4, 2
O, Bonett Trusell, 5, 2
O, Bonett Trusell, 6, 3
O, Bonett Trusell, 7, 4
O, Bonett Trusell, 8, 3
O, Bonett Trusell, 9, 3
O, Bonett Trusell, 10, 4
O, Bonett Trusell, 11, 1
O, Bonett Trusell, 12, 2
O, Bonett Trusell, 13, 4
O, Bonett Trusell, 14, 4
O, Bonett Trusell, 15, 4
O, Bonett Trusell, 16, 2
O, Bonett Trusell, 17, 3
O, Bonett Trusell, 18, 2
O, Bonett Trusell, 19, 3
O, Bonett Trusell, 20, 1
O, Bonett Trusell, 21, 3
O, Bonett Trusell, 22, 1
O, Bonett Trusell, 23, 1
O, Bonett Trusell, 24, 3
O, Bonett Trusell, 25, 1
V, Morten Løkkegaard, 1, 4
V, Morten Løkkegaard, 2, 2
V, Morten Løkkegaard, 3, 3
V, Morten Løkkegaard, 4, 4
V, Morten Løkkegaard, 5, 3
V, Morten Løkkegaard, 6, 2
V, Morten Løkkegaard, 7, 3
V, Morten Løkkegaard, 8, 2
V, Morten Løkkegaard, 9, 2
V, Morten Løkkegaard, 10, 4
V, Morten Løkkegaard, 11, 2
V, Morten Løkkegaard, 12, 4
V, Morten Løkkegaard, 13, 3
V, Morten Løkkegaard, 14, 1
V, Morten Løkkegaard, 15, 4
V, Morten Løkkegaard, 16, 1
V, Morten Løkkegaard, 17, 3
V, Morten Løkkegaard, 18, 3
V, Morten Løkkegaard, 19, 4
V, Morten Løkkegaard, 20, 2
V, Morten Løkkegaard, 21, 3
V, Morten Løkkegaard, 22, 2
V, Morten Løkkegaard, 23, 1
V, Morten Løkkegaard, 24, 2
V, Morten Løkkegaard, 25, 3
V, Asger Christensen, 1, 4
V, Asger Christensen, 2, 2
V, Asger Christensen, 3, 4
V, Asger Christensen, 4, 4
V, Asger Christensen, 5, 3
V, Asger Christensen, 6, 2
V, Asger Christensen, 7, 4
V, Asger Christensen, 8, 2
V, Asger Christensen, 9, 3
V, Asger Christensen, 10, 4
V, Asger Christensen, 11, 2
V, Asger Christensen, 12, 4
V, Asger Christensen, 13, 3
V, Asger Christensen, 14, 1
V, Asger Christensen, 15, 4
V, Asger Christensen, 16, 1
V, Asger Christensen, 17, 3
V, Asger Christensen, 18, 4
V, Asger Christensen, 19, 4
V, Asger Christensen, 20, 2
V, Asger Christensen, 21, 4
V, Asger Christensen, 22, 2
V, Asger Christensen, 23, 1
V, Asger Christensen, 24, 3
V, Asger Christensen, 25, 2
V, Ulla Tørnæs, 1, 4
V, Ulla Tørnæs, 2, 1
V, Ulla Tørnæs, 3, 3
V, Ulla Tørnæs, 4, 4
V, Ulla Tørnæs, 5, 3
V, Ulla Tørnæs, 6, 3
V, Ulla Tørnæs, 7, 4
V, Ulla Tørnæs, 8, 3
V, Ulla Tørnæs, 9, 2
V, Ulla Tørnæs, 10, 4
V, Ulla Tørnæs, 11, 4
V, Ulla Tørnæs, 12, 4
V, Ulla Tørnæs, 13, 2
V, Ulla Tørnæs, 14, 2
V, Ulla Tørnæs, 15, 4
V, Ulla Tørnæs, 16, 2
V, Ulla Tørnæs, 17, 3
V, Ulla Tørnæs, 18, 4
V, Ulla Tørnæs, 19, 4
V, Ulla Tørnæs, 20, 3
V, Ulla Tørnæs, 21, 4
V, Ulla Tørnæs, 22, 3
V, Ulla Tørnæs, 23, 3
V, Ulla Tørnæs, 24, 3
V, Ulla Tørnæs, 25, 3
V, Julie Hassing, 1, 4
V, Julie Hassing, 2, 2
V, Julie Hassing, 3, 4
V, Julie Hassing, 4, 4
V, Julie Hassing, 5, 3
V, Julie Hassing, 6, 2
V, Julie Hassing, 7, 3
V, Julie Hassing, 8, 2
V, Julie Hassing, 9, 2
V, Julie Hassing, 10, 4
V, Julie Hassing, 11, 2
V, Julie Hassing, 12, 4
V, Julie Hassing, 13, 3
V, Julie Hassing, 14, 1
V, Julie Hassing, 15, 4
V, Julie Hassing, 16, 2
V, Julie Hassing, 17, 3
V, Julie Hassing, 18, 3
V, Julie Hassing, 19, 4
V, Julie Hassing, 20, 2
V, Julie Hassing, 21, 3
V, Julie Hassing, 22, 2
V, Julie Hassing, 23, 2
V, Julie Hassing, 24, 2
V, Julie Hassing, 25, 3
V, Marianne Lynghøj, 1, 4
V, Marianne Lynghøj, 2, 2
V, Marianne Lynghøj, 3, 3
V, Marianne Lynghøj, 4, 3
V, Marianne Lynghøj, 5, 3
V, Marianne Lynghøj, 6, 2
V, Marianne Lynghøj, 7, 4
V, Marianne Lynghøj, 8, 3
V, Marianne Lynghøj, 9, 2
V, Marianne Lynghøj, 10, 3
V, Marianne Lynghøj, 11, 3
V, Marianne Lynghøj, 12, 3
V, Marianne Lynghøj, 13, 3
V, Marianne Lynghøj, 14, 2
V, Marianne Lynghøj, 15, 3
V, Marianne Lynghøj, 16, 2
V, Marianne Lynghøj, 17, 3
V, Marianne Lynghøj, 18, 3
V, Marianne Lynghøj, 19, 3
V, Marianne Lynghøj, 20, 3
V, Marianne Lynghøj, 21, 3
V, Marianne Lynghøj, 22, 3
V, Marianne Lynghøj, 23, 2
V, Marianne Lynghøj, 24, 2
V, Marianne Lynghøj, 25, 3
V, Carsten Kissmeyer, 1, 4
V, Carsten Kissmeyer, 2, 1
V, Carsten Kissmeyer, 3, 4
V, Carsten Kissmeyer, 4, 4
V, Carsten Kissmeyer, 5, 3
V, Carsten Kissmeyer, 6, 2
V, Carsten Kissmeyer, 7, 3
V, Carsten Kissmeyer, 8, 3
V, Carsten Kissmeyer, 9, 2
V, Carsten Kissmeyer, 10, 2
V, Carsten Kissmeyer, 11, 2
V, Carsten Kissmeyer, 12, 4
V, Carsten Kissmeyer, 13, 2
V, Carsten Kissmeyer, 14, 1
V, Carsten Kissmeyer, 15, 2
V, Carsten Kissmeyer, 16, 2
V, Carsten Kissmeyer, 17, 3
V, Carsten Kissmeyer, 18, 4
V, Carsten Kissmeyer, 19, 4
V, Carsten Kissmeyer, 20, 3
V, Carsten Kissmeyer, 21, 3
V, Carsten Kissmeyer, 22, 3
V, Carsten Kissmeyer, 23, 2
V, Carsten Kissmeyer, 24, 3
V, Carsten Kissmeyer, 25, 3
V, Jonas Pullich, 1, 4
V, Jonas Pullich, 2, 1
V, Jonas Pullich, 3, 3
V, Jonas Pullich, 4, 4
V, Jonas Pullich, 5, 3
V, Jonas Pullich, 6, 3
V, Jonas Pullich, 7, 4
V, Jonas Pullich, 8, 3
V, Jonas Pullich, 9, 2
V, Jonas Pullich, 10, 3
V, Jonas Pullich, 11, 2
V, Jonas Pullich, 12, 3
V, Jonas Pullich, 13, 3
V, Jonas Pullich, 14, 2
V, Jonas Pullich, 15, 3
V, Jonas Pullich, 16, 2
V, Jonas Pullich, 17, 3
V, Jonas Pullich, 18, 2
V, Jonas Pullich, 19, 2
V, Jonas Pullich, 20, 3
V, Jonas Pullich, 21, 4
V, Jonas Pullich, 22, 2
V, Jonas Pullich, 23, 2
V, Jonas Pullich, 24, 2
V, Jonas Pullich, 25, 3
V, Torsten Laksafoss Holbek, 1, 4
V, Torsten Laksafoss Holbek, 2, 1
V, Torsten Laksafoss Holbek, 3, 4
V, Torsten Laksafoss Holbek, 4, 4
V, Torsten Laksafoss Holbek, 5, 3
V, Torsten Laksafoss Holbek, 6, 3
V, Torsten Laksafoss Holbek, 7, 4
V, Torsten Laksafoss Holbek, 8, 2
V, Torsten Laksafoss Holbek, 9, 2
V, Torsten Laksafoss Holbek, 10, 4
V, Torsten Laksafoss Holbek, 11, 2
V, Torsten Laksafoss Holbek, 12, 4
V, Torsten Laksafoss Holbek, 13, 3
V, Torsten Laksafoss Holbek, 14, 1
V, Torsten Laksafoss Holbek, 15, 4
V, Torsten Laksafoss Holbek, 16, 1
V, Torsten Laksafoss Holbek, 17, 3
V, Torsten Laksafoss Holbek, 18, 3
V, Torsten Laksafoss Holbek, 19, 4
V, Torsten Laksafoss Holbek, 20, 3
V, Torsten Laksafoss Holbek, 21, 3
V, Torsten Laksafoss Holbek, 22, 3
V, Torsten Laksafoss Holbek, 23, 1
V, Torsten Laksafoss Holbek, 24, 2
V, Torsten Laksafoss Holbek, 25, 3
V, Thorbern Alexander Klingert, 1, 4
V, Thorbern Alexander Klingert, 2, 2
V, Thorbern Alexander Klingert, 3, 3
V, Thorbern Alexander Klingert, 4, 3
V, Thorbern Alexander Klingert, 5, 4
V, Thorbern Alexander Klingert, 6, 2
V, Thorbern Alexander Klingert, 7, 3
V, Thorbern Alexander Klingert, 8, 3
V, Thorbern Alexander Klingert, 9, 2
V, Thorbern Alexander Klingert, 10, 4
V, Thorbern Alexander Klingert, 11, 3
V, Thorbern Alexander Klingert, 12, 4
V, Thorbern Alexander Klingert, 13, 4
V, Thorbern Alexander Klingert, 14, 2
V, Thorbern Alexander Klingert, 15, 4
V, Thorbern Alexander Klingert, 16, 3
V, Thorbern Alexander Klingert, 17, 3
V, Thorbern Alexander Klingert, 18, 1
V, Thorbern Alexander Klingert, 19, 4
V, Thorbern Alexander Klingert, 20, 2
V, Thorbern Alexander Klingert, 21, 3
V, Thorbern Alexander Klingert, 22, 2
V, Thorbern Alexander Klingert, 23, 2
V, Thorbern Alexander Klingert, 24, 3
V, Thorbern Alexander Klingert, 25, 2
V, Jakob Vium Dyrman, 1, 4
V, Jakob Vium Dyrman, 2, 2
V, Jakob Vium Dyrman, 3, 3
V, Jakob Vium Dyrman, 4, 4
V, Jakob Vium Dyrman, 5, 3
V, Jakob Vium Dyrman, 6, 1
V, Jakob Vium Dyrman, 7, 3
V, Jakob Vium Dyrman, 8, 2
V, Jakob Vium Dyrman, 9, 1
V, Jakob Vium Dyrman, 10, 3
V, Jakob Vium Dyrman, 11, 4
V, Jakob Vium Dyrman, 12, 4
V, Jakob Vium Dyrman, 13, 3
V, Jakob Vium Dyrman, 14, 1
V, Jakob Vium Dyrman, 15, 3
V, Jakob Vium Dyrman, 16, 3
V, Jakob Vium Dyrman, 17, 2
V, Jakob Vium Dyrman, 18, 4
V, Jakob Vium Dyrman, 19, 4
V, Jakob Vium Dyrman, 20, 1
V, Jakob Vium Dyrman, 21, 3
V, Jakob Vium Dyrman, 22, 3
V, Jakob Vium Dyrman, 23, 1
V, Jakob Vium Dyrman, 24, 2
V, Jakob Vium Dyrman, 25, 3
V, Niels Plum, 1, 4
V, Niels Plum, 2, 1
V, Niels Plum, 3, 4
V, Niels Plum, 4, 4
V, Niels Plum, 5, 4
V, Niels Plum, 6, 3
V, Niels Plum, 7, 4
V, Niels Plum, 8, 4
V, Niels Plum, 9, 1
V, Niels Plum, 10, 4
V, Niels Plum, 11, 4
V, Niels Plum, 12, 4
V, Niels Plum, 13, 2
V, Niels Plum, 14, 1
V, Niels Plum, 15, 4
V, Niels Plum, 16, 3
V, Niels Plum, 17, 3
V, Niels Plum, 18, 4
V, Niels Plum, 19, 4
V, Niels Plum, 20, 3
V, Niels Plum, 21, 4
V, Niels Plum, 22, 4
V, Niels Plum, 23, 1
V, Niels Plum, 24, 1
V, Niels Plum, 25, 1
Æ, Kristoffer Storm, 1, 2
Æ, Kristoffer Storm, 2, 3
Æ, Kristoffer Storm, 3, 3
Æ, Kristoffer Storm, 4, 3
Æ, Kristoffer Storm, 5, 1
Æ, Kristoffer Storm, 6, 2
Æ, Kristoffer Storm, 7, 4
Æ, Kristoffer Storm, 8, 2
Æ, Kristoffer Storm, 9, 3
Æ, Kristoffer Storm, 10, 4
Æ, Kristoffer Storm, 11, 1
Æ, Kristoffer Storm, 12, 3
Æ, Kristoffer Storm, 13, 4
Æ, Kristoffer Storm, 14, 3
Æ, Kristoffer Storm, 15, 4
Æ, Kristoffer Storm, 16, 1
Æ, Kristoffer Storm, 17, 2
Æ, Kristoffer Storm, 18, 4
Æ, Kristoffer Storm, 19, 4
Æ, Kristoffer Storm, 20, 1
Æ, Kristoffer Storm, 21, 3
Æ, Kristoffer Storm, 22, 1
Æ, Kristoffer Storm, 23, 1
Æ, Kristoffer Storm, 24, 2
Æ, Kristoffer Storm, 25, 1
Æ, Vivi Altenburg, 1, 3
Æ, Vivi Altenburg, 2, 3
Æ, Vivi Altenburg, 3, 3
Æ, Vivi Altenburg, 4, 3
Æ, Vivi Altenburg, 5, 1
Æ, Vivi Altenburg, 6, 2
Æ, Vivi Altenburg, 7, 4
Æ, Vivi Altenburg, 8, 2
Æ, Vivi Altenburg, 9, 3
Æ, Vivi Altenburg, 10, 4
Æ, Vivi Altenburg, 11, 1
Æ, Vivi Altenburg, 12, 3
Æ, Vivi Altenburg, 13, 4
Æ, Vivi Altenburg, 14, 3
Æ, Vivi Altenburg, 15, 4
Æ, Vivi Altenburg, 16, 1
Æ, Vivi Altenburg, 17, 1
Æ, Vivi Altenburg, 18, 4
Æ, Vivi Altenburg, 19, 4
Æ, Vivi Altenburg, 20, 1
Æ, Vivi Altenburg, 21, 3
Æ, Vivi Altenburg, 22, 1
Æ, Vivi Altenburg, 23, 1
Æ, Vivi Altenburg, 24, 2
Æ, Vivi Altenburg, 25, 1
Æ, Magnus Bigum, 1, 2
Æ, Magnus Bigum, 2, 4
Æ, Magnus Bigum, 3, 3
Æ, Magnus Bigum, 4, 3
Æ, Magnus Bigum, 5, 1
Æ, Magnus Bigum, 6, 2
Æ, Magnus Bigum, 7, 4
Æ, Magnus Bigum, 8, 1
Æ, Magnus Bigum, 9, 4
Æ, Magnus Bigum, 10, 4
Æ, Magnus Bigum, 11, 1
Æ, Magnus Bigum, 12, 4
Æ, Magnus Bigum, 13, 4
Æ, Magnus Bigum, 14, 2
Æ, Magnus Bigum, 15, 4
Æ, Magnus Bigum, 16, 1
Æ, Magnus Bigum, 17, 1
Æ, Magnus Bigum, 18, 4
Æ, Magnus Bigum, 19, 4
Æ, Magnus Bigum, 20, 1
Æ, Magnus Bigum, 21, 4
Æ, Magnus Bigum, 22, 1
Æ, Magnus Bigum, 23, 1
Æ, Magnus Bigum, 24, 2
Æ, Magnus Bigum, 25, 1
